STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Country,STAT_DIV_TAX,Overall statutory tax rates on dividend income,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,AUS,Australia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2009,,46.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,AUS,Australia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2010,,46.48395,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,AUS,Australia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2011,,46.48395,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,AUS,Australia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2012,,46.48395,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,AUS,Australia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2013,,46.48395,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,AUS,Australia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2014,,48.9847,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,AUS,Australia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2015,,48.9847,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,AUS,Australia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2016,,48.9847,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,AUS,Australia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2017,,47,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,AUS,Australia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2018,,47,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,AUS,Australia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2019,,47,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,AUS,Australia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2020,,47,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,AUS,Australia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2021,,47,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,AUS,Australia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2022,,47,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,AUS,Australia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2023,,47,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,MEX,Mexico,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2003,,34,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,MEX,Mexico,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2006,,29,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,AUS,Australia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2003,,48.48455,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2000,,65.598708,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2001,,65.223777,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2002,,64.955823,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2003,,51.241635,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2004,,51.274107,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2005,,51.233313,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2006,,51.325678,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2007,,51.25217,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2008,,51.211534,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2009,,51.155647,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2010,,51.362505,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2011,,51.340823,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2012,,51.260774,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2013,,56.493883,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2014,,56.493289,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2015,,56.406598,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2016,,56.340269,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2017,,56.321834,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2018,,47.257463,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2019,,47.315047,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2020,,47.199261,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2021,,47.215367,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2022,,47.279911,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,USA,United States,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2023,,47.20038,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2000,,57.44,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2001,,53.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2002,,51.28,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2003,,49.25,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2004,,49.25,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2005,,49.25,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2006,,49.256343,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2007,,48.375,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2008,,48.375,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2009,,48.375,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2010,,48.375,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2011,,57.125,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2012,,57.125,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2013,,57.125,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2014,,57.125,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2015,,57.125,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2016,,57.125,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2017,,57.13,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2018,,57.13,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2019,,57.13,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2020,,57.13,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2021,,57.126608,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2022,,57.13,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,IRL,Ireland,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2023,,57.13,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,EST,Estonia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2000,,26,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,EST,Estonia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2001,,26,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,EST,Estonia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2002,,26,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,EST,Estonia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2003,,26,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,EST,Estonia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2004,,26,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,EST,Estonia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2005,,24,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,EST,Estonia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2006,,23,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,EST,Estonia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2007,,22,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,EST,Estonia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2008,,21,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,EST,Estonia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2010,,21,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,EST,Estonia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2011,,21,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,EST,Estonia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2012,,21,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,EST,Estonia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2013,,21,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,EST,Estonia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2014,,21,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2000,,52.68,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2001,,52.68,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2002,,52.68,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2003,,49.95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2004,,49.95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2005,,49.95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2006,,49.95,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2007,,44.65,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2008,,42.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2009,,42.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2010,,43.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2011,,43.3,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2012,,48.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2013,,48.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2014,,48.9,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2015,,44.92,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2016,,42.25,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2017,,42.25,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2018,,42.25,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2019,,42.25,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2020,,42.25,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2021,,44.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2022,,44.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,ESP,Spain,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2023,,46,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,EST,Estonia,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2009,,21,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2000,,46.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2001,,46.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2003,,46.7,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2004,,45.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2005,,45.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2006,,46.2645,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2007,,48,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2008,,48,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2010,,39.25,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II4(1.0),Table II.4. Overall statutory tax rates on dividend income,I,HUN,Hungary,OVER_PIT_PLUS_CIT_RATE,Overall PIT + CIT rate,2011,,31.96,,A,,PC,Percentage,0,Units,,
